thingId,relationshipname,entityid,prop
Machine Status Changed by,IS_FROM_#SERIAL,17326015C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
InkSystemHumidityStatus,IS_FROM_#SERIAL,17326017C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Machine Status Changed,IS_FROM_#SERIAL,17326018C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Machine Status Changed by,IS_FROM_#SERIAL,17326018C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Head1NoTimeToPhase,IS_FROM_#SERIAL,17326019C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18143005C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
No good shutter,IS_FROM_#SERIAL,18143009C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Head1TemperatureTooLow,IS_FROM_#SERIAL,18165012C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18023003C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18221003C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,17129004C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,17179061C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18073006C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18087010C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18100005C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18101011C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,17326025C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
No good shutter,IS_FROM_#SERIAL,17326027C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
FilterDamperReplacementDueSoon,IS_FROM_#SERIAL,17326027C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
InkSystemHumidityStatus,IS_FROM_#SERIAL,18033001C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Head1ProductDelayTooShort,IS_FROM_#SERIAL,18067002C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Job is Edited,IS_FROM_#SERIAL,18067002C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
InkSystemHumidityStatus,IS_FROM_#SERIAL,18067002C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
User Login,IS_FROM_#SERIAL,18067002C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Machine Status Changed,IS_FROM_#SERIAL,18067002C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Head1OverlapsPrintContinue,IS_FROM_#SERIAL,18067002C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
InkViscosityTooLow,IS_FROM_#SERIAL,18067002C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Machine Status Changed by,IS_FROM_#SERIAL,18067002C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
User Logout,IS_FROM_#SERIAL,18067002C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Printhead 1 Too Many Holes in Phase Profile,IS_FROM_#SERIAL,19084011C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
No good shutter,IS_FROM_#SERIAL,19084011C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,19084015C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,19084009C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,19084007C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,17179031C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,TS16200001C49TS,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18247001C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18247004C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18206003C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18206007C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18206013C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18206017C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Machine Status Changed,IS_FROM_#SERIAL,18206018C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
InkSystemHumidityStatus,IS_FROM_#SERIAL,18206018C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
Machine Status Changed by,IS_FROM_#SERIAL,18206018C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
User Login,IS_FROM_#SERIAL,18206018C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18206024C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18206025C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
No good shutter,IS_FROM_#SERIAL,18057002C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
NA,IS_FROM_#SERIAL,18057005C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
No good shutter,IS_FROM_#SERIAL,18057007C49ZH,"{ lifestarts: 1456099200, lifefinish: 1758844800, installed: 1456099200 }"
17341001C49ZH,IS_OF_MODEL,VJ1860,{}
17341002C49ZH,IS_OF_MODEL,VJ1860,{}
17341003C49ZH,IS_OF_MODEL,VJ1860,{}
17341004C49ZH,IS_OF_MODEL,VJ1860,{}
17341005C49ZH,IS_OF_MODEL,VJ1860,{}
17341007C49ZH,IS_OF_MODEL,VJ1860,{}
17214005C49ZH,IS_OF_MODEL,VJ1860,{}
18215001C49ZH,IS_OF_MODEL,VJ1860,{}
17139021C49ZH,IS_OF_MODEL,VJ1860,{}
19072001C49ZH,IS_OF_MODEL,VJ1860,{}
18185004C49ZH,IS_OF_MODEL,VJ1860,{}
19204008C49ZH,IS_OF_MODEL,VJ1860,{}
18010029C49ZH,IS_OF_MODEL,VJ1860,{}
19088022C49ZH,IS_OF_MODEL,VJ1860,{}
19169001C49ZH,IS_OF_MODEL,VJ1860,{}
19235001C49ZH,IS_OF_MODEL,VJ1860,{}
17149010C49ZH,IS_OF_MODEL,VJ1860,{}
19198003C49ZH,IS_OF_MODEL,VJ1860,{}
18313001C49ZH,IS_OF_MODEL,VJ1860,{}
18072001C49ZH,IS_OF_MODEL,VJ1860,{}
19120003C49ZH,IS_OF_MODEL,VJ1860,{}
19120004C49ZH,IS_OF_MODEL,VJ1860,{}
19120006C49ZH,IS_OF_MODEL,VJ1860,{}
19120027C49ZH,IS_OF_MODEL,VJ1860,{}
19291024C49ZH,IS_OF_MODEL,VJ1860,{}
18031001C49ZH,IS_OF_MODEL,VJ1860,{}
19291001C49ZH,IS_OF_MODEL,VJ1860,{}
19291011C49ZH,IS_OF_MODEL,VJ1860,{}
19291012C49ZH,IS_OF_MODEL,VJ1860,{}
19291014C49ZH,IS_OF_MODEL,VJ1860,{}
17179059C49ZH,IS_OF_MODEL,VJ1860,{}
18206057C49ZH,IS_OF_MODEL,VJ1860,{}
18225015C49ZH,IS_OF_MODEL,VJ1860,{}
17171008C49ZH,IS_OF_MODEL,VJ1860,{}
18079013C49ZH,IS_OF_MODEL,VJ1860,{}
18079019C49ZH,IS_OF_MODEL,VJ1860,{}
18079027C49ZH,IS_OF_MODEL,VJ1860,{}
18101025C49ZH,IS_OF_MODEL,VJ1860,{}
17097014C49ZH,IS_OF_MODEL,VJ1860,{}
19044002C49ZH,IS_OF_MODEL,VJ1860,{}
19004006C49ZH,IS_OF_MODEL,VJ1860,{}
19004010C49ZH,IS_OF_MODEL,VJ1860,{}
19004014C49ZH,IS_OF_MODEL,VJ1860,{}
19004016C49ZH,IS_OF_MODEL,VJ1860,{}
19004017C49ZH,IS_OF_MODEL,VJ1860,{}
17067002C49ZH,IS_OF_MODEL,VJ1860,{}
17067003C49ZH,IS_OF_MODEL,VJ1860,{}
17068007C49ZH,IS_OF_MODEL,VJ1860,{}
17070003C49ZH,IS_OF_MODEL,VJ1860,{}
17070004C49ZH,IS_OF_MODEL,VJ1860,{}
17074003C49ZH,IS_OF_MODEL,VJ1860,{}
17139065C49ZH,IS_OF_MODEL,VJ1860,{}
18071002C49ZH,IS_OF_MODEL,VJ1860,{}
19270002C49ZH,IS_OF_MODEL,VJ1860,{}
19288001C49ZH,IS_OF_MODEL,VJ1860,{}
17305006C49ZH,IS_OF_MODEL,VJ1860,{}
17325011C49ZH,IS_OF_MODEL,VJ1860,{}
17325012C49ZH,IS_OF_MODEL,VJ1860,{}
19057002C49ZH,IS_OF_MODEL,VJ1860,{}
19071002C49ZH,IS_OF_MODEL,VJ1860,{}
19078004C49ZH,IS_OF_MODEL,VJ1860,{}
17129025C49ZH,IS_OF_MODEL,VJ1860,{}
17171050C49ZH,IS_OF_MODEL,VJ1860,{}
17171057C49ZH,IS_OF_MODEL,VJ1860,{}
17171060C49ZH,IS_OF_MODEL,VJ1860,{}
18101002C49ZH,IS_OF_MODEL,VJ1860,{}
18009001C49ZH,IS_OF_MODEL,VJ1860,{}
19316002C49ZH,IS_OF_MODEL,VJ1860,{}
18206060C49ZH,IS_OF_MODEL,VJ1860,{}
18010001C49ZH,IS_OF_MODEL,VJ1860,{}
18038012C49ZH,IS_OF_MODEL,VJ1860,{}
18059009C49ZH,IS_OF_MODEL,VJ1860,{}
17171049C49ZH,IS_OF_MODEL,VJ1860,{}
17171058C49ZH,IS_OF_MODEL,VJ1860,{}
17179025C49ZH,IS_OF_MODEL,VJ1860,{}
17179026C49ZH,IS_OF_MODEL,VJ1860,{}
17179035C49ZH,IS_OF_MODEL,VJ1860,{}
17179040C49ZH,IS_OF_MODEL,VJ1860,{}
17255002C49ZH,IS_OF_MODEL,VJ1860,{}
17269002C49ZH,IS_OF_MODEL,VJ1860,{}
17269005C49ZH,IS_OF_MODEL,VJ1860,{}
17269006C49ZH,IS_OF_MODEL,VJ1860,{}
17269009C49ZH,IS_OF_MODEL,VJ1860,{}
18038007C49ZH,IS_OF_MODEL,VJ1860,{}
18038008C49ZH,IS_OF_MODEL,VJ1860,{}
17075008C49ZH,IS_OF_MODEL,VJ1860,{}
17283005C49ZH,IS_OF_MODEL,VJ1860,{}
17283007C49ZH,IS_OF_MODEL,VJ1860,{}
17283009C49ZH,IS_OF_MODEL,VJ1860,{}
17283010C49ZH,IS_OF_MODEL,VJ1860,{}
17283012C49ZH,IS_OF_MODEL,VJ1860,{}
17283018C49ZH,IS_OF_MODEL,VJ1860,{}
17283020C49ZH,IS_OF_MODEL,VJ1860,{}
18010007C49ZH,IS_OF_MODEL,VJ1860,{}
17225005C49ZH,IS_OF_MODEL,VJ1860,{}
17255003C49ZH,IS_OF_MODEL,VJ1860,{}
19246003C49ZH,IS_OF_MODEL,VJ1860,{}
18129014C49ZH,IS_OF_MODEL,VJ1860,{}
18157010C49ZH,IS_OF_MODEL,VJ1860,{}
17129031C49ZH,IS_OF_MODEL,VJ1860,{}
17129035C49ZH,IS_OF_MODEL,VJ1860,{}
17129038C49ZH,IS_OF_MODEL,VJ1860,{}
17171003C49ZH,IS_OF_MODEL,VJ1860,{}
17179009C49ZH,IS_OF_MODEL,VJ1860,{}
17179012C49ZH,IS_OF_MODEL,VJ1860,{}
17179013C49ZH,IS_OF_MODEL,VJ1860,{}
17179014C49ZH,IS_OF_MODEL,VJ1860,{}
17179033C49ZH,IS_OF_MODEL,VJ1860,{}
17326013C49ZH,IS_OF_MODEL,VJ1860,{}
17326015C49ZH,IS_OF_MODEL,VJ1860,{}
17326017C49ZH,IS_OF_MODEL,VJ1860,{}
17326018C49ZH,IS_OF_MODEL,VJ1860,{}
17326019C49ZH,IS_OF_MODEL,VJ1860,{}
18143005C49ZH,IS_OF_MODEL,VJ1860,{}
18143009C49ZH,IS_OF_MODEL,VJ1860,{}
18165012C49ZH,IS_OF_MODEL,VJ1860,{}
18023003C49ZH,IS_OF_MODEL,VJ1860,{}
18221003C49ZH,IS_OF_MODEL,VJ1860,{}
17129004C49ZH,IS_OF_MODEL,VJ1860,{}
17179061C49ZH,IS_OF_MODEL,VJ1860,{}
18073006C49ZH,IS_OF_MODEL,VJ1860,{}
18087010C49ZH,IS_OF_MODEL,VJ1860,{}
18100005C49ZH,IS_OF_MODEL,VJ1860,{}
18101011C49ZH,IS_OF_MODEL,VJ1860,{}
17326025C49ZH,IS_OF_MODEL,VJ1860,{}
17326027C49ZH,IS_OF_MODEL,VJ1860,{}
18033001C49ZH,IS_OF_MODEL,VJ1860,{}
18067002C49ZH,IS_OF_MODEL,VJ1860,{}
19084011C49ZH,IS_OF_MODEL,VJ1860,{}
19084015C49ZH,IS_OF_MODEL,VJ1860,{}
19084009C49ZH,IS_OF_MODEL,VJ1860,{}
19084007C49ZH,IS_OF_MODEL,VJ1860,{}
17179031C49ZH,IS_OF_MODEL,VJ1860,{}
TS16200001C49TS,IS_OF_MODEL,VJ1860,{}
18247001C49ZH,IS_OF_MODEL,VJ1860,{}
18247004C49ZH,IS_OF_MODEL,VJ1860,{}
18206003C49ZH,IS_OF_MODEL,VJ1860,{}
18206007C49ZH,IS_OF_MODEL,VJ1860,{}
18206013C49ZH,IS_OF_MODEL,VJ1860,{}
18206017C49ZH,IS_OF_MODEL,VJ1860,{}
18206018C49ZH,IS_OF_MODEL,VJ1860,{}
18206024C49ZH,IS_OF_MODEL,VJ1860,{}
18206025C49ZH,IS_OF_MODEL,VJ1860,{}
18057002C49ZH,IS_OF_MODEL,VJ1860,{}
18057005C49ZH,IS_OF_MODEL,VJ1860,{}
18057007C49ZH,IS_OF_MODEL,VJ1860,{}
